label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,12C_Ctrl_Acropora_unlabeled_1,12C_Ctrl_Pocillopora_unlabeled_1,13C_Blank_1,13C_Blank_2,13C_Ctrl_Acropora_dark_1,13C_Ctrl_Pocillopora_dark_1,13C_Larvae_Pocillopora_27_1,13C_Larvae_Pocillopora_27_2,13C_Larvae_Pocillopora_27_3,13C_Larvae_Pocillopora_27_4,13C_Larvae_Pocillopora_27_5,13C_Larvae_Pocillopora_27_6,13C_Larvae_Pocillopora_30_1,13C_Larvae_Pocillopora_30_2,13C_Larvae_Pocillopora_30_3,13C_Larvae_Pocillopora_30_4,13C_Larvae_Pocillopora_30_5,13C_Larvae_Pocillopora_30_6,13C_Larvae_Pocillopora_33_1,13C_Larvae_Pocillopora_33_2,13C_Larvae_Pocillopora_33_3,13C_Larvae_Pocillopora_33_4,13C_Larvae_Pocillopora_33_5,13C_Larvae_Pocillopora_dark_1,13C_Larvae_Pocillopora_dark_2,13C_Larvae_Pocillopora_dark_3,13C_Recruit_Acropora_27_1,13C_Recruit_Acropora_27_2,13C_Recruit_Acropora_27_3,13C_Recruit_Acropora_27_4,13C_Recruit_Acropora_27_5,13C_Recruit_Acropora_30_1,13C_Recruit_Acropora_30_2,13C_Recruit_Acropora_30_3,13C_Recruit_Acropora_30_4,13C_Recruit_Acropora_30_5,13C_Recruit_Acropora_30_6,13C_Recruit_Acropora_33_1,13C_Recruit_Acropora_33_2,13C_Recruit_Acropora_33_3,13C_Recruit_Acropora_33_4,13C_Recruit_Acropora_33_5,13C_Recruit_Acropora_dark_1,13C_Recruit_Pocillopora_27_1,13C_Recruit_Pocillopora_27_2,13C_Recruit_Pocillopora_27_3,13C_Recruit_Pocillopora_27_4,13C_Recruit_Pocillopora_27_5,13C_Recruit_Pocillopora_30_1,13C_Recruit_Pocillopora_30_2,13C_Recruit_Pocillopora_30_3,13C_Recruit_Pocillopora_30_4,13C_Recruit_Pocillopora_33_1,13C_Recruit_Pocillopora_33_2,13C_Recruit_Pocillopora_33_3,13C_Recruit_Pocillopora_33_4,13C_Recruit_Pocillopora_33_5,13C_Recruit_Pocillopora_dark_1,Blank1,Blank2,Blank3,Blank4,Blank5,Blank6
,180,187,10,174.016190,9.522,0.837106,,C13-label-3,Glycerol-3-phosphate,Glycerol-3-phosphate,C3H9O6P,0.328,1.578346,171.006409,0.00,924.27,6090.58,6764.02,0.00,1582.34,1150.35,1547.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,984.31,0.00,0.00,0.00,0.00,2813.06,1519.55,3351.60,1555.86,4013.65,3575.24,1903.52,1983.94,2711.94,2032.24,1796.11,5532.70,6162.30,1053.36,1418.94,1346.72,1422.34,1807.96,4339.96,2011.72,12516.25,1786.03,17533.40,7472.38,11918.48,14679.22,12907.36,18337.04,7711.38,7147.29,6224.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,188,188,51,273.157043,9.802,0.847972,[M-H]-,C12 PARENT,Lysine-Glutamine,Lysine-Glutamine,C11H22O4N4,0.040,0.782053,273.157043,15721.86,6113.50,22557.12,9420.43,9836.05,19526.32,5851.37,2860.86,4607.37,3318.00,1505.59,3383.53,2916.36,2339.56,4181.84,2243.71,3791.44,2442.33,13212.08,15823.12,11052.64,14262.80,11474.05,3783.99,8771.87,5993.18,5366.17,11577.83,3203.45,7555.42,3972.63,4270.46,2244.28,5307.02,5489.23,4341.64,4382.48,25022.58,19038.20,6089.35,29304.79,4906.25,13392.42,12132.61,19877.58,1765.71,9426.28,13698.11,18269.76,8603.73,4481.40,14021.47,44215.01,58771.32,20859.45,22697.06,39965.32,14172.18,0.00,0.00,0.00,0.00,0.00,0.00
,188,198,12,274.160126,9.808,0.843713,,C13-label-1,Lysine-Glutamine,Lysine-Glutamine,C11H22O4N4,0.034,0.222626,273.157043,1119.16,0.00,2667.51,0.00,2462.34,1361.35,0.00,0.00,833.48,0.00,0.00,868.15,1090.88,0.00,901.47,0.00,1127.03,0.00,3160.02,6491.58,3422.23,4230.91,2896.25,0.00,0.00,0.00,0.00,1864.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9216.86,3732.12,0.00,8809.95,942.22,1103.69,1320.84,947.73,0.00,1131.72,1462.80,1535.13,0.00,825.73,1446.62,10668.33,14968.76,5605.24,3661.00,9179.63,2143.06,0.00,0.00,0.00,0.00,0.00,0.00
,188,199,9,275.162994,9.807,0.842213,,C13-label-2,Lysine-Glutamine,Lysine-Glutamine,C11H22O4N4,0.035,1.996327,273.157043,0.00,0.00,1303.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3185.11,7392.35,3411.30,5763.12,3067.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14891.44,6375.32,0.00,14878.09,0.00,0.00,0.00,0.00,0.00,1072.58,0.00,0.00,0.00,0.00,0.00,12716.38,21437.68,5983.04,4890.90,6283.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,188,200,13,276.166931,9.801,0.846146,,C13-label-3,Lysine-Glutamine,Lysine-Glutamine,C11H22O4N4,0.041,0.110504,273.157043,0.00,0.00,1045.16,1078.74,0.00,0.00,2029.61,0.00,1002.45,905.60,0.00,0.00,0.00,1084.95,0.00,0.00,1069.03,0.00,7667.15,11812.18,6226.41,7520.37,7248.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19329.35,10211.71,0.00,18761.88,0.00,0.00,0.00,0.00,1199.59,932.11,0.00,2061.96,0.00,0.00,0.00,18845.32,29258.90,9493.22,10078.92,13221.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,188,201,13,277.170746,9.805,0.846090,,C13-label-4,Lysine-Glutamine,Lysine-Glutamine,C11H22O4N4,0.037,1.761665,273.157043,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1540.31,0.00,0.00,0.00,1103.57,0.00,0.00,993.41,0.00,8024.23,9156.75,2805.16,7903.88,6429.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15114.82,5534.93,0.00,12675.93,0.00,0.00,0.00,0.00,0.00,0.00,1241.84,876.06,0.00,0.00,0.00,13185.43,25173.89,7408.79,7160.51,8883.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,188,202,9,278.175781,10.300,0.829079,,C13-label-5,Lysine-Glutamine,Lysine-Glutamine,C11H22O4N4,0.458,7.789193,273.157043,3639.28,2981.30,2340.68,4278.15,2297.24,2019.07,4296.45,2097.50,2148.00,3035.96,2123.67,2089.44,2909.25,1888.11,2398.89,2061.78,2101.19,2204.50,2500.81,7663.69,3221.79,5419.04,5465.17,2129.49,2570.01,2399.28,2496.11,3740.17,3130.77,3787.35,2922.82,2229.01,2051.08,5533.73,3482.15,2170.79,3287.69,9455.90,5745.42,3441.45,7241.24,4609.30,4905.92,3236.13,3655.70,3454.63,4618.05,3492.00,2206.63,4140.35,2164.17,3467.65,17127.10,16639.79,7648.73,6886.85,5727.10,3656.19,7041.77,3471.35,2194.94,1924.23,3323.00,2240.99
,188,203,8,279.178070,9.778,0.842498,,C13-label-6,Lysine-Glutamine,Lysine-Glutamine,C11H22O4N4,0.064,3.935256,273.157043,0.00,0.00,0.00,1024.21,0.00,0.00,2101.58,0.00,0.00,1024.26,916.20,0.00,0.00,0.00,0.00,0.00,0.00,1003.76,3458.35,3867.16,2137.98,5333.15,2304.85,0.00,0.00,0.00,0.00,0.00,0.00,1065.65,0.00,0.00,0.00,945.34,854.29,0.00,840.26,7723.26,1064.38,0.00,5026.69,0.00,1269.48,0.00,0.00,0.00,0.00,0.00,955.96,0.00,0.00,0.00,12024.23,16890.67,2794.93,4785.01,3771.90,0.00,0.00,1219.07,0.00,0.00,0.00,0.00
,188,204,7,280.180634,9.806,0.844215,,C13-label-7,Lysine-Glutamine,Lysine-Glutamine,C11H22O4N4,0.036,1.089212,273.157043,0.00,0.00,0.00,0.00,0.00,0.00,1917.56,0.00,0.00,0.00,804.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2408.85,2903.95,1165.99,1158.67,1152.38,0.00,0.00,0.00,0.00,819.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5981.61,1118.78,0.00,6218.95,0.00,0.00,0.00,936.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9661.60,12918.72,1869.77,1804.65,3741.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,188,205,3,281.184113,9.817,0.831043,,C13-label-8,Lysine-Glutamine,Lysine-Glutamine,C11H22O4N4,0.025,1.519455,273.157043,1145.61,0.00,0.00,0.00,0.00,0.00,987.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1173.48,2474.05,0.00,1187.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1629.24,0.00,872.16,2688.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5239.80,7803.05,1067.83,1469.16,1122.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,206,206,44,133.014206,9.578,0.675679,[M-H]-,C12 PARENT,Diglycolic acid,Diglycolic acid,C4H6O5,0.252,0.344146,133.014206,1243393.12,1447204.50,654699.62,843399.69,609733.38,1825748.00,262592.91,246365.64,398614.91,252278.31,208407.80,260077.19,212256.58,215821.00,191111.23,198689.06,199056.55,243210.75,209263.08,244123.58,271195.22,261827.08,218827.25,326387.28,302763.59,346472.84,559737.69,699386.94,646621.06,555413.31,452769.75,540829.81,538394.56,520633.72,387139.91,520789.38,1289779.50,1005676.69,543631.44,502506.97,553079.81,1218243.62,857892.81,340383.66,618511.94,342645.12,433889.09,1039934.56,542514.19,292267.03,1214336.62,701873.06,1223101.50,1107858.25,563933.00,2949416.00,739662.00,1061523.88,79152.70,88653.91,190779.05,133294.36,155637.36,75867.40
,206,212,37,134.017578,9.557,0.688425,,C13-label-1,Diglycolic acid,Diglycolic acid,C4H6O5,0.273,0.227713,133.014206,61011.10,63879.73,267103.44,265469.41,50038.17,183763.17,37433.20,41913.72,36005.05,35102.10,25193.19,35018.80,34353.37,32051.64,27099.46,22596.50,25582.17,25094.30,30540.40,36694.57,31520.95,43514.48,39438.04,20853.18,15842.09,17191.93,210430.50,319960.47,178418.58,212582.19,170426.17,212522.31,159887.70,210957.48,230857.69,190162.05,143740.92,226419.12,108208.34,182007.70,147045.16,361946.25,89451.06,72932.48,207439.52,84840.30,151694.98,324472.50,226118.67,84969.45,186320.50,234051.92,336782.78,399228.62,141578.27,370041.16,157974.12,157012.55,2543.07,2480.40,10986.87,9880.04,15366.57,7222.35
,206,213,32,135.020874,9.644,0.683854,,C13-label-2,Diglycolic acid,Diglycolic acid,C4H6O5,0.186,0.565053,133.014206,8611.91,4751.22,196831.77,232587.38,14762.14,8386.75,22637.00,22641.11,19076.61,22152.88,19459.67,19283.63,28661.30,19568.89,20818.77,7722.28,23516.27,8422.60,19452.40,30045.40,18636.87,29727.18,27394.15,7533.47,3806.19,2889.06,153346.30,239154.73,100930.29,130923.19,99613.45,120588.68,108246.40,154205.38,181391.42,135412.98,61112.89,122373.54,75911.66,123371.75,91568.09,189926.75,9731.69,54028.77,170989.05,77333.59,142181.02,202565.62,228180.88,77899.88,122948.22,161059.42,217923.67,303039.91,94337.66,152104.30,110410.70,16262.71,2395.46,3855.74,2521.44,6596.46,9188.27,2205.59
,206,214,36,136.024353,9.548,0.832301,,C13-label-3,Diglycolic acid,Diglycolic acid,C4H6O5,0.282,0.336531,133.014206,2208.93,1406.62,107780.52,133474.61,1911.22,5260.89,13282.07,14361.46,13207.84,14995.34,8833.81,13712.41,10699.44,13809.19,9633.89,6459.48,15068.33,8071.36,11975.62,19760.62,5780.34,13989.49,21962.41,6912.53,3654.24,0.00,85097.48,121812.59,55586.91,55107.61,39465.53,55152.74,52947.80,74177.77,98675.77,74521.66,29639.74,69666.30,43003.85,64416.25,51690.86,82156.65,2105.18,39342.51,122661.16,53935.03,93995.41,75051.63,155851.69,48873.69,68611.77,96977.24,125945.31,166803.91,54728.40,77157.47,71822.69,2082.74,0.00,0.00,0.00,1126.85,3169.22,1272.15
,206,215,7,137.027313,9.582,0.717589,,C13-label-4,Diglycolic acid,Diglycolic acid,C4H6O5,0.248,2.561177,133.014206,2238.18,2008.13,19764.59,33236.73,2050.71,2229.00,7925.83,6129.84,2866.12,4451.43,4364.19,6740.45,2915.68,7200.46,5153.74,2750.04,2943.48,2832.41,3432.44,3011.60,5940.62,3783.20,4961.11,2709.12,2585.66,1983.58,11231.16,26752.78,17874.42,12093.18,11484.72,17489.01,16582.38,21804.15,27792.62,23742.54,10823.02,19627.64,13428.66,17619.36,14929.77,18880.40,2753.19,14482.32,41187.82,19389.13,29149.06,15721.50,49098.89,14455.95,21874.73,29987.99,32754.47,47976.78,9283.42,23500.42,16640.83,2139.16,2479.96,2131.08,2180.29,3613.77,2259.30,3448.97
,216,216,8,239.016647,9.865,0.817007,[M-H]-,C12 PARENT,Cystine,Cystine,C6H12N2O4S2,0.095,0.319199,239.016647,18418.25,89847.19,13876.15,106701.85,4827.14,84779.50,994.13,841.14,925.21,0.00,1214.37,0.00,1030.60,1131.74,0.00,967.84,1398.46,992.33,960.13,964.90,1371.19,1052.62,1212.81,0.00,914.28,901.73,3797.82,29456.20,1730.97,6987.60,8472.54,13292.35,7928.17,12758.33,1397.21,6098.38,1221.91,9692.52,3319.10,5304.28,5158.91,1637.62,17147.51,13885.12,44606.27,9022.91,46394.28,11510.18,162251.38,6786.04,27134.91,42915.75,88995.77,49260.21,21239.38,7673.60,22452.78,65820.25,1629.08,1407.18,1389.14,0.00,0.00,993.70
,217,217,46,346.055939,9.456,0.847606,[M-H]-,C12 PARENT,AMP,AMP,C10H14N5O7P,0.274,0.352747,346.055939,33044.43,3479892.75,8865.33,2653880.25,108096.27,3795245.25,75490.38,70596.54,74290.48,70395.43,40940.73,78337.07,58430.20,102677.76,37118.78,35423.80,64165.79,37267.96,27912.20,53233.11,48019.02,50729.83,66795.42,189436.42,62220.13,90815.15,27137.40,34808.57,12015.26,8912.69,18227.23,59294.52,15478.08,2127.48,15198.91,27672.77,155236.50,9998.66,58694.12,5989.72,1297.38,11449.93,159956.44,366721.09,1753906.00,686853.00,2630694.75,1181511.62,2114678.00,879939.50,1880097.88,2626037.00,2295230.75,2392892.75,2075910.00,948029.00,1719034.00,3772900.75,1242.56,0.00,12822.62,5104.39,5673.53,2372.82
,217,225,22,347.059296,9.468,0.854873,,C13-label-1,AMP,AMP,C10H14N5O7P,0.262,0.351728,346.055939,2618.11,351009.75,1690.81,320336.41,7578.30,441078.09,6548.16,4883.13,6509.96,10245.33,0.00,7305.25,2997.65,18725.84,3717.56,3705.84,5876.03,2587.24,2841.90,5921.88,1370.78,6014.72,4824.45,25398.44,8313.52,5014.93,1486.65,4280.78,1135.81,3089.46,1661.64,5796.71,6753.50,0.00,2496.90,5296.55,19933.09,1339.83,4957.83,1048.82,0.00,0.00,9646.27,44115.15,204964.56,92493.73,329616.03,146654.67,269027.22,106404.27,237342.80,307438.53,286297.53,276411.12,271387.41,116229.06,215358.67,417238.91,0.00,0.00,0.00,0.00,0.00,0.00
,217,226,16,348.061523,9.439,0.849054,,C13-label-2,AMP,AMP,C10H14N5O7P,0.291,2.893388,346.055939,0.00,50101.75,0.00,63080.98,0.00,73024.42,0.00,0.00,0.00,0.00,0.00,0.00,1770.96,2972.31,0.00,0.00,0.00,0.00,1392.31,0.00,0.00,0.00,0.00,4957.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2855.79,0.00,0.00,0.00,0.00,0.00,2387.84,5288.62,50220.81,18719.79,72991.50,28751.62,59003.51,27413.02,51241.89,70349.04,55871.39,68094.09,66940.07,30809.53,52077.12,63958.77,0.00,0.00,0.00,0.00,0.00,0.00
,217,227,11,349.065735,9.462,0.846406,,C13-label-3,AMP,AMP,C10H14N5O7P,0.268,0.437132,346.055939,0.00,3374.45,0.00,23212.90,0.00,2960.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1683.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1723.65,0.00,0.00,0.00,1271.77,0.00,0.00,841.23,0.00,0.00,0.00,0.00,0.00,0.00,3192.96,0.00,0.00,0.00,0.00,0.00,0.00,4469.78,18648.40,11112.47,19025.71,10195.44,28487.49,13432.72,31584.17,30475.70,31635.41,40530.30,33685.28,15281.28,22720.07,5515.56,0.00,0.00,0.00,0.00,0.00,0.00
,217,228,10,350.069305,9.447,0.844096,,C13-label-4,AMP,AMP,C10H14N5O7P,0.283,0.174352,346.055939,0.00,0.00,0.00,15854.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1211.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2898.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,974.78,21135.70,6271.47,22225.66,4370.79,23063.31,9329.04,19920.29,22462.83,20120.65,32613.11,16186.13,9298.47,15729.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,217,229,5,351.072723,9.483,0.845920,,C13-label-5,AMP,AMP,C10H14N5O7P,0.247,0.347707,346.055939,0.00,0.00,0.00,3420.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1193.38,0.00,1893.99,0.00,0.00,0.00,1390.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1273.80,1173.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12183.38,2821.78,9365.75,2125.60,13239.75,5491.82,8597.56,13088.53,21244.39,26485.05,10129.22,9851.14,16829.35,938.43,0.00,0.00,0.00,0.00,0.00,0.00
,217,230,6,352.075989,9.455,0.842595,,C13-label-6,AMP,AMP,C10H14N5O7P,0.275,0.086679,346.055939,0.00,0.00,0.00,2467.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1244.16,3847.25,0.00,6152.54,0.00,2870.03,2626.65,1193.81,7034.41,9880.86,11235.00,10156.57,6734.57,11098.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,231,231,34,330.061066,9.118,0.856382,[M-H]-,C12 PARENT,dAMP,dAMP,C10H14N5O6P,0.392,0.554763,330.061066,131470.08,33107.16,18198.13,75336.35,557386.50,31208.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1264.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56713.62,36287.04,12163.63,22155.96,21325.26,59207.94,10462.50,11472.31,52558.89,28495.02,325910.25,29021.25,683134.00,15769.31,9162.84,66256.05,124367.99,6173.52,17351.63,5914.92,24712.66,10622.45,75295.84,1450.22,33039.52,15918.24,23922.33,4316.15,19483.88,1839.51,4344.31,14506.14,0.00,0.00,0.00,3083.77,0.00,0.00
,231,235,11,331.064606,9.123,0.851503,,C13-label-1,dAMP,dAMP,C10H14N5O6P,0.387,1.013982,330.061066,8376.92,3725.92,1359.23,8753.31,55550.45,1800.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6663.64,2771.54,0.00,1405.62,1374.58,6137.95,1284.64,1195.36,5893.84,1991.91,35917.86,1720.65,76930.23,0.00,0.00,7403.30,12239.65,0.00,1119.10,0.00,1551.38,0.00,7477.92,0.00,3158.24,1248.24,1322.07,0.00,1378.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,231,236,3,332.067444,9.112,0.840058,,C13-label-2,dAMP,dAMP,C10H14N5O6P,0.398,0.551410,330.061066,0.00,0.00,0.00,0.00,7593.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1146.81,0.00,5162.54,0.00,8716.14,0.00,0.00,0.00,1185.44,0.00,0.00,0.00,0.00,0.00,1740.44,0.00,0.00,0.00,1560.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,237,237,14,301.165039,9.019,0.835388,[M-H]-,C12 PARENT,Arginine-Glutamine,Arginine-Glutamine,C11H22N6O4,0.285,6.890606,301.165039,7162.19,6614.99,16420.09,11176.93,19221.15,9973.43,8994.66,8113.08,6423.54,7146.38,5152.55,3194.90,3900.35,6028.45,7204.06,5727.64,7016.62,5983.37,7414.51,6985.87,3396.02,4644.96,4328.09,3486.16,7553.58,3856.46,7018.40,10676.15,4772.72,21048.31,12109.27,15015.81,9168.70,7442.83,6556.26,5392.93,9895.80,25356.94,40889.55,21121.06,21097.50,11878.20,17754.58,12188.39,11639.89,5984.18,8302.33,10066.50,8664.63,4522.76,8520.09,12224.07,17082.15,24395.36,12827.76,13546.32,26298.19,6418.99,5333.86,4939.51,4513.68,4325.67,6174.48,7720.35
,237,241,6,302.167847,9.017,0.825138,,C13-label-1,Arginine-Glutamine,Arginine-Glutamine,C11H22N6O4,0.287,4.948802,301.165039,0.00,0.00,1798.67,961.84,4435.75,1159.55,0.00,0.00,0.00,0.00,1196.36,1114.68,0.00,0.00,0.00,0.00,1472.67,1360.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1333.41,1340.62,0.00,1778.58,0.00,0.00,0.00,1171.38,987.85,0.00,1412.90,7209.97,7340.59,6200.33,5399.10,2990.89,3667.80,998.62,1710.64,1233.53,2375.31,1497.26,946.66,1196.44,0.00,1262.43,1651.27,4904.56,0.00,1145.42,8132.16,0.00,0.00,1067.41,0.00,0.00,1109.49,1299.30
,237,242,4,303.169189,9.036,0.840853,,C13-label-2,Arginine-Glutamine,Arginine-Glutamine,C11H22N6O4,0.268,1.711249,301.165039,1265.94,0.00,963.51,1031.98,0.00,0.00,931.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1101.05,0.00,0.00,0.00,0.00,1345.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8111.59,1500.68,4847.98,3072.48,1679.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1087.96,1446.78,0.00,0.00,1435.82,1764.19,0.00,0.00,0.00,0.00,0.00,0.00,1036.59
,243,243,19,133.014191,9.080,0.663736,[M-H]-,C12 PARENT,Malate,Malate,C4H6O5,0.220,0.458862,133.014191,2302438.75,2180145.25,1194864.88,1183302.12,1225119.88,4733100.50,207235.00,162822.94,384242.50,140510.16,142255.39,215900.81,126142.94,110925.65,107571.77,122864.50,115777.23,201050.38,119214.10,157671.58,193973.11,177674.92,178138.98,260270.75,232684.11,289614.78,562204.19,1124896.38,599150.19,625664.94,492295.88,514614.75,579746.50,816726.19,401366.25,536215.56,1217082.88,990449.44,500537.16,459630.66,614423.81,1181808.00,929527.25,209358.02,529851.06,267340.28,523480.25,1643648.00,802561.56,210173.17,1616551.00,874558.50,1781043.00,1474165.00,535005.31,3105606.00,796907.31,1666179.00,37350.35,35523.11,84698.97,41756.09,52155.18,23648.74
,243,249,24,134.017578,9.066,0.674018,,C13-label-1,Malate,Malate,C4H6O5,0.234,0.227713,133.014191,105528.40,103948.88,563619.50,429008.12,116969.73,525003.75,40637.55,33370.99,39122.91,22837.32,11155.33,39105.55,33094.00,20094.37,22083.12,15963.14,22341.31,27032.04,21623.98,37398.04,26976.23,41080.13,38552.67,16051.03,15830.96,11107.15,235451.48,597562.75,170143.73,301874.22,244726.77,221089.17,259337.45,413135.75,293906.03,215453.95,164603.69,239953.25,106191.82,179889.31,178486.20,399633.88,136011.45,72206.95,198286.17,82291.84,259700.55,553275.69,423102.12,75136.98,244855.44,325674.34,518356.25,585793.06,141397.73,386065.22,190215.95,255018.20,1344.11,1679.13,4867.61,8450.40,13658.35,5414.00
,243,250,20,135.020889,9.003,0.668679,,C13-label-2,Malate,Malate,C4H6O5,0.297,0.452042,133.014191,5979.27,2767.40,450744.50,374317.16,7610.13,40814.63,22887.10,18817.67,19427.86,21373.71,18506.09,24376.74,24754.15,13001.17,17484.97,13194.93,16531.89,19738.42,19210.14,26455.42,16544.45,26789.74,31066.41,3844.15,5418.73,1868.67,176245.83,457083.00,102351.72,191922.20,151738.44,142913.20,158606.38,286939.16,245428.55,182642.50,72283.41,132517.95,76167.05,129982.69,110519.77,194587.42,13281.53,38362.76,178193.44,78229.16,245069.45,332490.31,418218.12,68079.75,172957.67,245745.75,355845.72,437742.25,109746.09,168351.17,138357.83,17230.66,2594.64,2235.42,2015.78,1963.66,6942.23,2813.61
,243,251,20,136.024353,9.044,0.742448,,C13-label-3,Malate,Malate,C4H6O5,0.256,0.336531,133.014191,3677.80,0.00,231066.30,200206.19,1983.62,6393.95,14883.08,8821.36,10269.05,8370.93,8515.78,17074.62,15443.32,10443.12,7596.87,3387.10,12171.16,11895.25,8852.00,20520.95,10128.76,14454.07,16740.54,2144.55,1656.90,1008.77,99001.87,236126.25,54869.00,77423.48,64709.94,71326.59,81565.57,157182.98,128647.03,103033.62,38978.69,69436.50,42188.05,74531.27,71663.62,81539.43,4324.00,29259.80,123496.85,54493.23,152429.44,134054.77,278461.47,41667.64,113160.50,151844.19,189769.62,248246.31,55329.28,92016.90,88619.38,2540.98,0.00,0.00,0.00,1540.36,2969.49,0.00
,243,252,12,137.027405,8.971,0.670874,,C13-label-4,Malate,Malate,C4H6O5,0.329,1.893044,133.014191,2603.45,2375.83,66112.04,47875.99,1971.19,3311.47,5529.29,3415.67,4523.56,5167.46,4186.00,6689.00,3899.88,3659.38,5175.96,3630.04,4396.95,5318.97,3815.14,4978.21,5138.34,8556.68,4214.78,3853.52,1959.90,1921.80,26011.04,52883.50,14782.70,14252.02,13663.43,16482.26,22605.45,39485.73,33697.76,30549.10,8404.05,22356.74,14634.70,21204.04,18144.88,15785.93,2071.69,9564.74,38056.05,15556.67,47426.68,23993.56,92570.82,11023.15,36100.84,38832.22,51964.06,71284.13,14345.55,27302.82,23414.48,3659.97,0.00,2090.50,2316.32,2025.01,2335.83,2059.19
,253,253,29,306.076477,8.682,0.856748,[M-H]-,C12 PARENT,Glutathione,Glutathione,C10H17N3O6S,0.448,0.199411,306.076477,411156.53,8446.91,142221.31,13929.65,778351.69,40648.47,1401.40,1623.11,1286.27,0.00,1574.59,1348.45,2916.61,0.00,0.00,5251.20,0.00,3153.92,2682.13,0.00,6091.05,1154.00,1760.24,2063.19,1342.70,3713.65,45631.72,173691.20,15823.94,289384.91,92703.85,224089.02,743352.06,58244.58,87310.78,156622.23,7489.59,13441.45,17040.29,13959.16,73876.10,34208.26,20049.09,1142.70,7386.44,6828.81,8338.26,10996.47,11130.37,2784.72,12779.58,17553.31,2402.31,6060.10,11464.01,2293.65,11984.08,12556.23,0.00,0.00,1685.99,1584.17,9577.43,1205.29
