Measurement Name :,05_20231115_Plate05__SDR641_27C,,Generated On :,"15/11/2023, 21:51:28",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
15.11.23 21:34:01,25.03,196.86,64.83,195.05,132.01,61.27,195.37,101.58,119.41,148.83,196.08,196.66,191.88,199.51,68.03,191.88,90.37,192.11,190.74,194.7,196.47,204.84,76.17,199.41,114.03,,33,965,36,31.54,
15.11.23 21:34:16,25.28,196.86,64.12,194.81,131.59,63.4,194.89,101.58,119.01,148.83,196.8,196.66,191.65,200.48,68.57,191.64,89.81,191.64,191.46,194.7,196.22,203.39,75.99,199.89,113.64,,33,965,36,31.54,
15.11.23 21:34:31,25.53,196.62,64.65,194.81,131.59,62.51,194.65,101.77,117.82,148.17,196.56,196.42,193.05,200,68.21,191.41,88.87,192.35,191.22,194.46,195.24,204.36,76.73,198.69,112.86,,33,965,36,31.54,
15.11.23 21:34:46,25.78,196.86,63.76,195.52,130.77,61.8,195.13,101.58,118.22,147.09,195.6,196.42,191.88,199.76,67.86,192.35,89.06,192.82,190.74,194.22,195.98,203.87,75.44,199.17,113.25,,33,965,36,31.54,
15.11.23 21:35:01,26.03,197.1,64.12,194.57,132.01,62.16,195.37,101.01,116.83,146.65,196.32,196.42,191.65,199.03,67.32,191.17,88.5,191.88,191.22,193.98,195.73,204.36,74.33,199.17,112.47,,33,965,36,31.54,
15.11.23 21:35:16,26.28,197.34,63.05,194.81,131.8,61.63,195.37,101.39,116.83,146.87,196.8,195.95,192.11,199.76,68.21,192.11,88.31,192.82,191.22,194.7,196.47,204.6,74.52,199.17,112.66,,33,965,36,31.53,
15.11.23 21:35:31,26.53,196.62,63.05,194.57,131.39,62.16,195.6,101.97,116.24,145.14,195.6,196.66,192.11,199.51,68.03,191.17,87.56,191.64,190.74,194.46,196.22,203.87,74.15,199.17,111.3,,33,965,36,31.51,
15.11.23 21:35:46,26.78,196.62,63.05,194.81,131.59,61.45,194.18,101.77,115.26,144.06,196.32,196.89,192.11,199.51,67.32,190.94,86.26,192.11,190.98,194.22,195.49,203.15,73.97,198.22,111.11,,33,965,36,31.51,
15.11.23 21:36:01,27.03,196.62,62.7,194.34,131.18,62.51,195.13,101.77,114.67,143.19,195.6,196.42,191.41,199.51,66.96,191.64,86.26,192.35,190.98,194.22,195.73,203.87,73.6,199.65,110.14,,33,965,36,31.51,
15.11.23 21:36:16,27.28,196.38,62.88,195.28,131.39,61.98,194.65,101.97,114.28,143.41,194.88,196.66,191.18,198.07,66.61,191.17,85.33,191.88,190.51,193.51,196.22,203.39,73.6,198.93,108.59,,33,965,36,31.5,
15.11.23 21:36:31,27.53,196.38,63.41,194.57,131.8,61.1,194.65,103.12,113.69,142.98,196.56,195.48,191.41,199.27,66.07,191.41,85.89,192.11,190.74,194.22,195.98,204.36,73.6,198.46,109.75,,33,965,36,31.49,
15.11.23 21:36:46,27.78,196.38,63.05,194.81,132.21,60.75,194.42,103.7,113.1,142.33,195.84,195.71,191.18,199.51,65.71,190.47,84.77,192.35,190.98,193.98,195.98,205.09,73.05,198.46,108.01,,33,965,36,31.47,
15.11.23 21:37:01,28.03,196.38,62.7,195.05,132.21,61.45,193.95,105.05,112.71,141.47,195.6,195.95,191.41,199.03,65.89,191.41,84.03,192.59,190.74,193.98,195.49,203.87,72.87,198.93,107.82,,33,965,36,31.49,
15.11.23 21:37:16,28.28,196.38,62.88,194.1,132.62,60.75,193.95,105.64,112.13,140.83,196.08,196.19,191.65,199.76,66.25,190.7,83.48,192.11,190.27,193.98,195.73,204.36,72.13,198.69,108.4,,33,965,36,31.49,
15.11.23 21:37:31,28.53,196.86,61.82,194.1,133.04,60.57,194.89,105.05,111.74,139.97,195.36,195.24,191.88,199.51,66.43,191.17,83.11,191.41,190.27,193.51,196.47,204.84,71.4,199.17,108.01,,33,965,36,31.47,
15.11.23 21:37:46,28.78,197.1,62.17,195.28,133.24,60.22,194.89,104.86,110.96,139.97,196.56,196.19,191.65,200.24,66.61,191.41,82.37,192.59,191.7,194.22,195.24,205.09,71.4,199.41,107.05,,33,965,36,31.49,
15.11.23 21:38:01,29.03,195.9,60.58,195.05,133.24,60.92,194.18,105.64,109.99,139.12,195.36,195.48,192.11,199.03,65.71,191.17,81.81,192.82,190.98,193.04,195.49,205.33,71.04,198.22,105.32,,33,965,36,31.5,
15.11.23 21:38:16,29.28,196.62,60.94,194.81,133.24,60.39,195.13,105.64,109.79,139.33,195.84,196.42,191.88,200,66.61,191.41,82,193.06,191.22,194.22,195.98,204.36,70.86,199.17,105.13,,33,965,36,31.5,
15.11.23 21:38:31,29.53,196.14,60.23,195.28,133.45,59.16,194.42,106.02,108.63,137.42,196.08,195.95,190.95,199.03,66.07,191.17,81.26,192.35,190.74,193.51,196.22,204.36,70.49,198.46,105.13,,33,965,36,31.5,
15.11.23 21:38:46,29.78,196.38,60.23,195.05,134.07,61.1,194.18,105.44,108.44,137.63,195.6,196.42,191.65,199.51,66.07,190.94,80.89,193.06,191.22,193.28,195.49,205.57,70.67,199.41,103.6,,33,965,36,31.5,
15.11.23 21:39:01,30.03,196.14,60.23,195.05,134.48,60.39,194.89,106.22,108.05,136.57,194.88,195.71,191.88,198.79,65.36,190.94,79.98,192.59,190.74,193.28,195.49,204.12,69.76,198.93,102.65,,33,965,36,31.5,
15.11.23 21:39:16,30.28,195.9,59.88,194.34,134.48,59.69,193.71,105.44,106.7,135.93,195.84,195.95,191.41,200,64.29,190.7,79.24,192.35,190.51,193.51,194.75,204.12,68.67,199.17,101.89,,33,965,36,31.51,
15.11.23 21:39:31,30.53,196.86,60.41,195.05,135.52,59.51,194.18,105.05,107.28,135.51,195.12,195.71,192.11,199.76,65.89,191.41,79.43,193.06,190.74,194.22,195.73,205.57,69.22,199.65,101.7,,33,965,36,31.51,
15.11.23 21:39:46,30.78,196.86,59.88,194.1,135.1,59.69,194.18,105.64,106.12,134.87,195.84,195.95,190.71,198.79,65.54,191.17,78.51,193.53,190.98,193.75,194.75,205.09,69.04,197.98,101.51,,33,965,36,31.51,
15.11.23 21:40:01,31.03,196.62,60.23,195.05,135.31,59.16,194.65,105.83,105.93,134.87,196.08,195.71,192.35,200.24,65.71,191.17,78.51,193.06,190.74,194.7,195.73,204.84,68.86,198.22,101.32,,33,965,36,31.51,
15.11.23 21:40:16,31.28,197.1,59.88,194.34,134.9,58.63,194.42,105.44,105.35,134.03,195.84,196.19,192.11,200.48,64.83,191.41,77.96,192.35,190.51,194.46,195.73,206.3,68.13,199.41,100.94,,33,965,36,31.53,
15.11.23 21:40:31,31.53,196.86,59.88,195.52,135.1,59.34,193.95,105.64,104.39,132.97,196.32,196.19,192.11,199.27,65,191.64,76.87,192.35,190.98,194.22,195.98,206.06,68.31,199.41,99.81,,33,965,36,31.51,
15.11.23 21:40:46,31.78,196.14,59.53,195.05,134.48,59.86,193.95,104.28,104.01,133.18,196.32,195.48,191.88,199.51,65,191.17,76.69,192.82,190.74,193.98,195.73,203.87,67.41,199.65,98.67,,33,965,36,31.53,
15.11.23 21:41:01,32.03,197.1,59.71,195.05,135.31,58.63,194.42,104.09,103.63,132.76,196.56,195.95,191.88,199.51,65.54,191.17,75.78,191.88,190.98,193.75,194.75,206.06,66.86,198.69,98.86,,33,965,36,31.53,
15.11.23 21:41:16,32.28,196.86,59,194.81,135.31,58.11,195.13,103.7,103.63,131.5,195.12,195,192.11,200.72,65.71,191.17,75.23,191.88,190.98,193.75,195.24,206.06,66.86,199.41,96.98,,33,965,36,31.54,
15.11.23 21:41:31,32.53,196.14,59.71,194.57,135.73,59.51,193,103.7,102.29,131.29,196.8,195.24,191.88,199.51,65.36,191.17,74.51,192.59,190.51,194.22,195,206.06,67.05,199.41,97.92,,33,965,36,31.54,
15.11.23 21:41:46,32.78,196.86,59.71,194.57,136.14,59.86,194.42,103.89,102.29,132.13,195.6,195.48,191.65,199.51,65,191.41,74.69,193.06,191.22,193.51,195.73,206.06,66.5,199.17,96.04,,33,965,36,31.54,
15.11.23 21:42:01,33.03,196.14,58.48,194.34,136.14,58.63,193.71,102.93,101.15,130.66,195.12,195.95,190.95,199.51,65.36,190.94,73.96,192.35,190.98,193.75,195.49,205.57,65.78,198.22,95.48,,33,965,36,31.54,
15.11.23 21:42:16,33.28,196.86,58.83,194.1,135.1,58.99,194.65,103.89,100.39,130.45,195.84,195.71,191.65,200.48,64.83,190.7,73.6,193.29,190.74,193.98,195.73,206.06,64.88,198.93,94.17,,33,965,36,31.57,
15.11.23 21:42:31,33.53,196.62,58.48,194.81,135.31,58.63,193.47,105.44,100.2,130.24,195.6,195.24,191.41,199.76,65,191.17,73.06,193.06,190.74,193.51,195,205.33,65.78,198.46,94.54,,33,965,36,31.57,
15.11.23 21:42:46,33.78,196.86,58.48,194.1,134.9,58.28,194.18,103.7,99.82,129.82,195.12,196.19,191.88,199.76,65,190.94,73.24,192.59,191.46,193.98,195.73,205.57,65.24,198.93,93.05,,33,965,36,31.57,
15.11.23 21:43:01,34.03,196.86,58.83,194.34,134.69,58.63,194.89,103.31,98.87,129.2,196.56,195.24,192.35,199.27,65,192.35,72.7,193.06,191.22,193.75,196.22,204.36,65.06,199.17,92.87,,33,965,36,31.6,
15.11.23 21:43:16,34.28,196.86,59,194.57,134.48,59.16,194.18,103.51,98.68,128.57,196.32,195.95,192.35,200,65,191.64,72.34,192.59,191.22,193.75,195.73,205.57,64.52,199.65,93.24,,33,965,36,31.58,
15.11.23 21:43:31,34.53,197.1,58.48,195.05,134.28,58.46,194.18,104.09,98.11,128.15,196.08,195.48,191.41,199.76,65,191.17,71.8,192.59,191.22,194.7,195.73,205.09,64.34,198.93,92.87,,33,965,36,31.6,
15.11.23 21:43:46,34.78,196.86,58.3,194.1,134.07,58.46,194.18,104.47,97.55,127.53,196.08,195,191.88,199.76,65.36,190.7,71.26,192.59,191.46,193.51,195.73,206.06,63.09,198.69,91.38,,33,965,36,31.6,
15.11.23 21:44:01,35.03,196.38,58.65,194.57,134.48,58.81,193.71,104.86,96.98,127.74,195.84,195.95,192.35,199.03,64.65,191.41,71.44,192.35,190.98,193.75,195.73,205.57,62.91,199.41,91.57,,33,965,36,31.61,
15.11.23 21:44:16,35.28,196.62,58.83,194.1,135.1,58.99,193.95,105.44,96.04,126.49,196.08,195.24,191.41,199.03,64.83,190.47,70.72,192.11,190.74,193.51,195.49,204.6,63.09,199.17,91.57,,33,965,36,31.61,
15.11.23 21:44:31,35.53,196.14,58.65,193.87,134.69,58.28,193.24,104.09,95.48,126.49,195.6,195,192.11,199.03,63.94,190.7,70.36,192.11,190.51,193.98,195.24,205.82,62.55,198.69,90.82,,33,965,36,31.61,
15.11.23 21:44:46,35.78,196.62,58.65,194.34,135.31,58.46,194.42,105.44,94.73,126.49,195.6,195.95,192.35,198.79,64.65,190.47,70.18,192.35,191.46,193.51,195.73,206.06,62.37,198.93,90.64,,33,965,36,31.61,
15.11.23 21:45:01,36.03,196.38,58.48,194.34,134.69,58.63,194.18,104.47,94.73,125.87,195.84,195.48,192.11,199.51,63.76,191.17,69.46,192.35,190.74,193.04,195,205.57,61.48,198.93,90.45,,33,965,36,31.61,
15.11.23 21:45:16,36.28,196.86,58.13,194.81,134.28,58.46,193.95,105.05,93.79,125.87,195.36,195,191.65,200.24,63.94,191.17,69.11,192.59,190.74,192.8,195.49,205.57,60.41,198.69,89.53,,33,965,36,31.63,
15.11.23 21:45:31,36.53,195.66,58.13,194.34,134.48,58.63,193.95,106.8,93.23,125.24,195.6,195.48,192.35,200,63.94,190.94,68.57,192.59,190.51,193.28,195.98,206.06,61.48,198.93,88.98,,33,965,36,31.61,
15.11.23 21:45:46,36.78,196.14,57.78,193.63,134.9,58.81,193.95,107.77,92.49,124.83,195.84,195,192.35,199.27,64.47,191.41,68.21,192.11,190.27,193.51,195,205.33,60.59,198.46,88.98,,33,965,36,31.64,
15.11.23 21:46:01,37.03,196.62,58.48,193.87,135.73,60.04,194.18,107.38,92.49,124.21,195.84,195.48,192.35,199.51,64.47,190,68.39,192.82,190.74,194.22,194.51,207.28,60.05,198.93,87.87,,33,965,36,31.64,
15.11.23 21:46:16,37.28,195.9,57.95,194.34,135.1,59.86,194.18,107.97,92.11,123.59,196.08,195.24,192.35,198.79,63.94,190.7,67.68,192.82,190.74,193.51,195,205.82,59.7,198.22,87.87,,33,965,36,31.64,
15.11.23 21:46:31,37.53,195.9,57.78,194.57,135.73,58.63,193.95,107.19,91.93,124,196.08,195,192.35,199.03,63.94,191.17,67.32,191.88,190.74,193.28,195,205.33,59.34,198.46,87.87,,33,965,36,31.65,
15.11.23 21:46:46,37.78,196.38,58.13,194.34,136.14,57.76,193.71,108.16,91.93,123.18,195.84,195.48,192.35,199.76,64.47,190.94,67.68,192.82,190.51,193.75,194.75,205.82,59.7,198.46,86.77,,33,965,36,31.65,
15.11.23 21:47:01,38.03,195.66,58.48,194.34,136.97,58.46,193.24,107.97,91.18,123.39,196.08,195.24,191.88,199.76,63.58,191.64,66.61,192.11,190.27,193.28,195.24,204.36,58.99,198.46,86.95,,33,965,36,31.65,
15.11.23 21:47:16,38.28,195.66,58.3,194.34,137.6,57.93,194.18,106.61,90.62,122.77,195.36,195.48,190.95,199.51,64.12,191.41,66.25,192.35,191.22,193.51,195.24,205.57,58.63,198.69,86.77,,33,965,36,31.65,
15.11.23 21:47:31,38.53,196.38,57.78,194.34,138.22,57.76,194.89,106.61,90.44,122.97,195.12,194.77,192.11,199.51,63.41,191.41,66.07,192.11,190.74,193.75,195,205.82,58.45,198.93,85.85,,33,965,36,31.66,
15.11.23 21:47:46,38.78,196.14,57.95,193.63,137.39,56.88,193,106.02,90.07,122.15,196.32,194.77,191.65,199.76,62.52,191.17,65.54,191.17,190.74,193.28,195.24,205.33,58.1,198.46,86.04,,33,965,36,31.66,
15.11.23 21:48:01,39.03,195.42,58.13,194.34,137.39,56.88,193.47,104.86,89.14,122.15,196.08,194.53,191.88,199.03,62.7,190.47,65.19,191.88,191.22,193.28,195.49,206.3,58.63,198.22,85.85,,33,965,36,31.66,
15.11.23 21:48:16,39.28,196.14,57.61,194.81,137.6,56.71,193.47,104.28,88.77,121.53,195.6,194.53,191.41,198.79,62.52,190.47,64.83,191.41,191.22,193.75,195.49,205.57,57.92,198.69,85.85,,33,965,36,31.68,
15.11.23 21:48:31,39.53,196.38,57.78,194.1,136.97,56.88,194.18,103.7,88.77,120.71,196.32,193.83,192.11,200,62.7,190.94,65.01,191.17,190.74,193.28,194.75,205.82,56.86,198.69,85.49,,33,965,36,31.68,
15.11.23 21:48:46,39.78,197.1,57.78,194.81,136.56,57.23,193.71,103.51,88.22,120.3,196.32,195,191.65,199.51,63.23,190.23,64.3,192.11,190.98,193.98,195.98,206.3,57.04,198.69,85.12,,33,965,36,31.68,
15.11.23 21:49:01,40.03,196.14,57.95,194.81,136.77,57.41,193.95,102.54,87.3,120.3,195.12,195,192.81,199.27,62.35,191.17,63.77,191.17,191.22,192.8,194.75,205.09,57.57,198.46,84.03,,33,965,36,31.68,
15.11.23 21:49:16,40.28,196.62,57.61,194.34,136.97,56.88,193.95,102.74,87.11,120.51,196.08,194.77,191.18,198.55,63.23,190.94,63.95,192.11,190.98,193.75,195.49,205.82,56.69,199.17,84.58,,33,965,36,31.71,
15.11.23 21:49:31,40.53,196.14,57.43,194.34,136.35,56.53,194.42,102.54,87.11,119.48,195.36,195,191.41,199.76,62.52,191.41,63.24,192.11,191.22,193.51,194.75,205.82,56.33,198.22,84.21,,33,965,36,31.69,
15.11.23 21:49:46,40.78,196.14,57.26,194.57,135.73,57.93,194.18,102.35,86.38,119.07,195.84,193.83,193.05,199.27,62.88,191.88,62.53,192.35,190.51,194.22,195,206.79,57.04,198.93,82.94,,33,965,36,31.71,
15.11.23 21:50:01,41.03,196.14,56.73,194.34,135.73,56.53,194.18,102.35,86.01,118.46,196.56,194.06,192.35,199.51,62.7,190.94,62.89,191.41,190.98,193.28,195.24,205.09,56.51,198.69,82.75,,33,965,36,31.72,
15.11.23 21:50:16,41.28,195.9,56.38,194.57,134.48,56.53,193,102.35,84.72,118.26,195.36,193.83,191.65,198.79,62.88,190.7,62.36,191.17,190.98,193.04,194.51,205.57,55.1,198.69,82.21,,33,965,36,31.74,
15.11.23 21:50:31,41.53,196.14,56.38,194.34,134.69,56.71,194.42,101.58,84.54,118.26,195.12,193.83,192.58,199.03,62.52,190.7,61.83,191.64,190.27,193.04,195,206.06,56.16,198.69,82.57,,33,965,36,31.72,
15.11.23 21:50:46,41.78,195.66,55.86,194.57,134.07,55.84,193.47,100.81,83.99,117.65,196.32,194.53,192.11,199.76,62.52,191.17,61.83,192.11,190.98,193.75,195.49,206.06,55.98,198.22,81.12,,33,965,36,31.74,
15.11.23 21:51:01,42.03,196.14,56.38,194.57,134.28,55.84,193.47,100.62,83.63,117.24,195.6,193.59,192.35,199.51,62.52,191.17,60.95,191.88,190.51,193.28,194.75,206.3,55.45,198.22,80.58,,33,965,36,31.72,
